ptid;enid;name;fullname
1824;3197;utfartsplass_Skitrekk;Utfartsplass, skitrekk
1824;3198;fritid_Kino;Fritid, kino
1824;3199;lekeplassLøkke;Lekeplass/løkke
8056;10450;statensVegvesen;Statens vegvesen
8056;18675;nyeVeier;Nye Veier
8056;19926;fylkeskommune;Fylkeskommune
8056;18804;OPS;OPS
8056;10528;kommune;Kommune
8056;10606;privat;Privat
8056;17709;uavklart;Uavklart
10670;17225;varigTillatelse;Varig tillatelse
10670;17224;midlertidigTillatelse;Midlertidig tillatelse
10670;17227;endretBruk;Endret bruk
10670;17226;utvidetBruk;Utvidet bruk
10670;19469;avslag;Avslag
10670;19470;avslagEtterKlage;Avslag etter klage
9320;13009;megetStreng;Meget streng
9320;13010;streng;Streng
9320;13011;mindreStreng;Mindre streng
9320;13012;liteStreng;Lite streng
2250;4622;skjønn;Skjønn
2250;4623;målt;Målt
1283;7941;rensebasseng;Rensebasseng
1283;17034;rensebasseng_Sedimentasjon;Rensebasseng, sedimentasjon
1283;17035;rensebasseng_Infiltrasjon;Rensebasseng, infiltrasjon
1283;17036;rensebasseng_Våtmark;Rensebasseng, våtmark
1283;7943;oppsamlingAvForurensning;Oppsamling av forurensning
1283;7942;fordrøyningsbasseng;Fordrøyningsbasseng
1283;17037;vannmagasin;Vannmagasin
1283;7944;pumpesump;Pumpesump
10452;16907;betongbunn;Betongbunn
10452;16908;bunntettingLeire;Bunntetting leire
10452;16909;bunntetting_Mm_Ran;Bunntetting membran
10452;17012;berg;Berg
8010;10276;stat_StatensVegvesen;Stat, Statens vegvesen
8010;18575;stat_NyeVeier;Stat, Nye Veier
8010;10738;fylkeskommune;Fylkeskommune
8010;10340;kommune;Kommune
8010;10404;privat;Privat
8010;17587;uavklart;Uavklart
10685;17278;stedligeMasser;Stedlige masser
10685;17279;tilførteMasser;Tilførte masser
10451;16904;hovedbasseng;Hovedbasseng
10451;16905;forbasseng;Forbasseng
10455;16916;dykket;Dykket
10455;16917;åpen;Åpen
10456;16918;ja;Ja
10456;16919;nei;Nei
10454;16914;ja;Ja
10454;16915;nei;Nei
10457;16920;dykket;Dykket
10457;16921;åpen;Åpen
8077;10471;statensVegvesen;Statens vegvesen
8077;18776;nyeVeier;Nye Veier
8077;19943;fylkeskommune;Fylkeskommune
8077;18905;OPS;OPS
8077;10549;kommune;Kommune
8077;10627;privat;Privat
8077;17726;uavklart;Uavklart
1272;2955;belysningVegGate;Belysning veg/gate
1272;2963;belysningTunnel;Belysning tunnel
1272;4910;nødbelysningTunnel;Nødbelysning tunnel
1272;3319;belysningBru;Belysning bru
1272;2957;belysningOmrådePlass;Belysning område/plass
1272;16261;belysningFerjeleie;Belysning ferjeleie
1272;2959;belysningVegkryss;Belysning vegkryss
1272;2953;belysningGangSykkelveg;Belysning gang/sykkelveg
1272;2961;belysningGangfelt;Belysning gangfelt
1272;17318;belysningUndergang;Belysning undergang
1272;4908;belysningUtstyr;Belysning utstyr
1272;19801;belysningLeskur;Belysning leskur
1272;19802;belysningSkilt;Belysning skilt
1272;3856;belysningPrivatOmråde;Belysning privat område
1272;18317;kunKabelframføring;Kun kabelframføring
1272;4909;rømningslysTunnel;Rømningslys tunnel
10003;16262;stat_StatensVegvesen;Stat, Statens vegvesen
10003;18621;stat_NyeVeier;Stat, Nye Veier
10003;16263;fylkeskommune;Fylkeskommune
10003;16264;kommune;Kommune
10003;16265;privat;Privat
10003;17632;uavklart;Uavklart
10006;16267;ja;Ja
10006;16268;nei;Nei
1874;2965;lysmast;Lysmast
1874;2969;mindreStolpe;Mindre stolpe
1874;2970;hengerITakKabelstige;Henger i tak/kabelstige
1874;2972;festetTilVeggBygning;Festet til vegg/bygning
1874;2988;påPortal;På portal
1874;19804;påSkiltpunkt;På skiltpunkt
1874;3757;hengerIVaier;Henger i vaier
1874;19833;nedfeltIBelegningDekke;Nedfelt i belegning/dekke
2078;3765;jordkabel;Jordkabel
2078;3766;line;Line
2078;3857;EX;EX
1555;2142;statensVegvesen;Statens vegvesen
1555;18714;nyeVeier;Nye Veier
1555;19894;fylkeskommune;Fylkeskommune
1555;18843;OPS;OPS
1555;2146;kommune;Kommune
1555;3717;lokaltE_Verk;Lokalt e-verk
1555;2150;privat;Privat
1555;17672;uavklart;Uavklart
1271;2954;belysningVegGate;Belysning veg/gate
1271;2956;belysningOmrådePlass;Belysning område/plass
1271;2960;belysningGangfelt;Belysning gangfelt
1271;2962;belysningTunnel;Belysning tunnel
1271;2952;belysningGangSykkelveg;Belysning gang/sykkelveg
1271;3318;belysningBru;Belysning bru
1271;16258;belysningFerjeleie;Belysning ferjeleie
1271;3855;privatOmråde;Privat område
1271;2958;belysningVegkryss;Belysning vegkryss
10001;16259;ja;Ja
10001;16260;nei;Nei
5810;8205;stat_StatensVegvesen;Stat, Statens vegvesen
5810;18587;stat_NyeVeier;Stat, Nye Veier
5810;10697;fylkeskommune;Fylkeskommune
5810;8231;kommune;Kommune
5810;8257;privat;Privat
5810;17596;uavklart;Uavklart
3760;4719;ja;Ja
3760;4720;nei;Nei
8404;11342;manuell;Manuell
8404;11343;fotocelle;Fotocelle
8404;11344;ur;Ur
8404;11345;signal;Signal
8404;11346;kontaktor;Kontaktor
8404;11347;radiotenner;Radiotenner
8404;17568;slave;Slave
8404;18318;datekstyring;Datekstyring
1144;3761;belPktEnSideAvVeg;Bel.pkt en side av veg
1144;3762;belPktBeggeSiderAvVeg;Bel.pkt. begge sider av veg
1144;3764;belPkt_Senter;Bel.pkt, senter
1144;3763;belPkt_Senter_2Armet;Bel.pkt, senter, 2-armet
1554;2141;statensVegvesen;Statens vegvesen
1554;18716;nyeVeier;Nye Veier
1554;19893;fylkeskommune;Fylkeskommune
1554;18845;OPS;OPS
1554;2145;kommune;Kommune
1554;3716;lokaltE_Verk;Lokalt e-verk
1554;2149;privat;Privat
1554;17671;uavklart;Uavklart
1279;4610;betjeningsstasjonTunnel;Betjeningsstasjon tunnel
1279;4611;kioskTrafoSkap;Kiosk/trafo/skap
1279;4612;pumpestasjonBasseng;Pumpestasjon/basseng
1279;4613;lager;Lager
1279;19461;avstengtIkkeIBruk;Avstengt/ikke i bruk
8002;10268;stat_StatensVegvesen;Stat, Statens vegvesen
8002;18568;stat_NyeVeier;Stat, Nye Veier
8002;10730;fylkeskommune;Fylkeskommune
8002;10332;kommune;Kommune
8002;10396;privat;Privat
8002;17579;uavklart;Uavklart
8067;10461;statensVegvesen;Statens vegvesen
8067;18784;nyeVeier;Nye Veier
8067;19934;fylkeskommune;Fylkeskommune
8067;18913;OPS;OPS
8067;10539;kommune;Kommune
8067;10617;privat;Privat
8067;17717;uavklart;Uavklart
9675;19828;bil;Bil
9675;13942;hjullaster;Hjullaster
9675;13943;gravemaskin;Gravemaskin
9675;13944;tilFots;Til fots
9675;13945;kran;Kran
9675;13946;tau;Tau
9675;13947;helikopter;Helikopter
9676;13948;stat_StatensVegvesen;Stat, Statens vegvesen
9676;18659;stat_NyeVeier;Stat, Nye Veier
9676;13949;fylkeskommune;Fylkeskommune
9676;13950;kommune;Kommune
9676;13951;privat;Privat
9676;17665;uavklart;Uavklart
1651;3295;tunnel_HeleProfilet;Tunnel, hele profilet
1651;3297;tunnel_HengOgVegger;Tunnel, heng og vegger
1651;3299;tunnel_Heng;Tunnel, heng
1651;3303;tunnel_Såle;Tunnel, såle
1651;3308;tunnel_HøyreVegg;Tunnel, høyre vegg
1651;3305;tunnel_VenstreVegg;Tunnel, venstre vegg
1651;3314;tunnel_HøyreVeggOgHeng;Tunnel, høyre vegg og heng
1651;3316;tunnel_VenstreVeggOgHeng;Tunnel, venstre vegg og heng
1651;12999;tunnel_HalveProfilHøyreSide;Tunnel, halve profil høyre side
1651;13000;tunnel_HalveProfilVenstreSide;Tunnel, Halve profil venstre side
1651;15877;dagen_Skjæring;Dagen, skjæring
1651;15878;dagen_NaturligTerreng;Dagen, naturlig terreng
1133;12995;bartBerg;Bart berg
1133;3290;bolter;Bolter
1133;3291;nett;Nett
1133;13210;nett_Ubåtnett;Nett, ubåtnett
1133;13212;nett_Isnett;Nett, isnett
1133;13211;nett_Steinsprangnett;Nett, steinsprangnett
1133;15879;anker;Anker
1133;3289;fjellbånd;Fjellbånd
1133;12250;sprøytebetong;Sprøytebetong
1133;12251;sprøytebetongbuer_Enkel;Sprøytebetongbuer, enkel
1133;12252;sprøytebetongbuer_Dobbel;Sprøytebetongbuer, dobbel
9166;12253;uarmert;Uarmert
9166;12254;medPP_Fiber;Med PP-fiber
9166;12255;medStålfiber;Med stålfiber
9166;12256;medArmeringsnett;Med armeringsnett
9677;13952;statensVegvesen;Statens vegvesen
9677;18688;nyeVeier;Nye Veier
9677;19991;fylkeskommune;Fylkeskommune
9677;18817;OPS;OPS
9677;13953;kommune;Kommune
9677;13954;privat;Privat
9677;17765;uavklart;Uavklart
9168;12257;enkel;Enkel
9168;12258;dobbel;Dobbel
9168;12259;ingenArmering;Ingen armering
1996;3429;asfal_Mm_Ran;Asfaltmembran
1996;3430;foli_Mm_Ran;Foliemembran
1996;3431;ikke_Mm_Ran;Ikke membran
1650;3294;heleProfilet;Hele profilet
1650;3296;himling;Himling
1650;3302;såle;Såle
10873;17912;stat_StatensVegvesen;Stat, Statens vegvesen
10873;18630;stat_NyeVeier;Stat, Nye Veier
10873;17915;fylkeskommune;Fylkeskommune
10873;17913;kommune;Kommune
10873;17914;privat;Privat
10873;17916;uavklart;Uavklart
4130;5096;stauder;Stauder
4130;5098;utplantningsplanter;Utplantningsplanter
4130;5099;løkbeplantninger;Løkbeplantninger
4130;9814;roser;Roser
4130;9818;klatreplanter;Klatreplanter
4130;16181;sedummatter;Sedummatter
8783;11623;statensVegvesen;Statens vegvesen
8783;18758;nyeVeier;Nye Veier
8783;19977;fylkeskommune;Fylkeskommune
8783;18887;OPS;OPS
8783;11621;kommune;Kommune
8783;11622;privat;Privat
8783;17760;uavklart;Uavklart
9390;13132;autoPASSManuell;AutoPASS + manuell
9390;13133;autoPASSAutomatisk;AutoPASS + automatisk
9390;13134;kunManuell;Kun manuell
7992;10258;stat_StatensVegvesen;Stat, Statens vegvesen
7992;18596;stat_NyeVeier;Stat, Nye Veier
7992;10720;fylkeskommune;Fylkeskommune
7992;10322;kommune;Kommune
7992;10386;privat;Privat
7992;17577;uavklart;Uavklart
9404;13253;ja;Ja
9404;13254;nei;Nei
9414;13259;medMetrering;Med metrering
9414;13260;motMetrering;Mot metrering
9414;13261;beggeRetninger;Begge retninger
9409;13255;ja;Ja
9409;13256;nei;Nei
9412;13257;standardTimesregel;Standard timesregel
9412;18299;omvendtTimesregel;Omvendt timesregel
9412;13258;ikkeTimesregel;Ikke timesregel
5799;8194;statensVegvesen;Statens vegvesen
5799;18737;nyeVeier;Nye Veier
5799;19908;fylkeskommune;Fylkeskommune
5799;18866;OPS;OPS
5799;8220;kommune;Kommune
5799;8246;privat;Privat
5799;17687;uavklart;Uavklart
8035;10301;stat_StatensVegvesen;Stat, Statens vegvesen
8035;18647;stat_NyeVeier;Stat, Nye Veier
8035;10762;fylkeskommune;Fylkeskommune
8035;10365;kommune;Kommune
8035;10429;privat;Privat
8035;17656;uavklart;Uavklart
3774;4834;optiskt;Optiskt
3774;16015;gass;Gass
3774;4835;termisk;Termisk
3774;16016;IR_Kamera;IR-kamera
3774;16027;kombinert;Kombinert
3774;4833;manuell;Manuell
8110;10504;statensVegvesen;Statens vegvesen
8110;18774;nyeVeier;Nye Veier
8110;19968;fylkeskommune;Fylkeskommune
8110;18903;OPS;OPS
8110;10582;kommune;Kommune
8110;10660;privat;Privat
8110;17751;uavklart;Uavklart
8033;10299;stat_StatensVegvesen;Stat, Statens vegvesen
8033;18636;stat_NyeVeier;Stat, Nye Veier
8033;10760;fylkeskommune;Fylkeskommune
8033;10363;kommune;Kommune
8033;10427;privat;Privat
8033;17654;uavklart;Uavklart
3777;5041;sprinkleranlegg;Sprinkleranlegg
3777;5042;hallogenBrannslokkingsanlegg;Hallogen brannslokkingsanlegg
3777;13036;vanntåke;Vanntåke
8108;10502;statensVegvesen;Statens vegvesen
8108;18750;nyeVeier;Nye Veier
8108;19966;fylkeskommune;Fylkeskommune
8108;18879;OPS;OPS
8108;10580;kommune;Kommune
8108;10658;privat;Privat
8108;17749;uavklart;Uavklart
4021;16018;5;5
4021;5049;6;6
4021;5050;12;12
3739;16019;ja;Ja
3739;16020;nei;Nei
1206;3373;pulverapparat;Pulverapparat
1206;5048;skumapparat;Skumapparat
1206;4917;CO_Apparat;CO-apparat
8034;10300;stat_StatensVegvesen;Stat, Statens vegvesen
8034;18646;stat_NyeVeier;Stat, Nye Veier
8034;10761;fylkeskommune;Fylkeskommune
8034;10364;kommune;Kommune
8034;10428;privat;Privat
8034;17642;uavklart;Uavklart
8109;10503;statensVegvesen;Statens vegvesen
8109;18770;nyeVeier;Nye Veier
8109;19967;fylkeskommune;Fylkeskommune
8109;18899;OPS;OPS
8109;10581;kommune;Kommune
8109;10659;privat;Privat
8109;17750;uavklart;Uavklart
2110;4624;skjønn;Skjønn
2110;4625;målt;Målt
1263;7304;vegbru;Vegbru
1263;7305;bruIFylling;Bru i fylling
1263;7306;GS_Bru;G/S-bru
1263;7307;ferjeleie;Ferjeleie
1263;7309;tunnelVegoverbygg;Tunnel/Vegoverbygg
1263;7310;støttekonstruksjon;Støttekonstruksjon
1263;7311;jernbanebru;Jernbanebru
1263;7312;annenByggvKategori;Annen byggv.kategori
9182;12333;1;Kulvert/rør (1)
9182;12334;10;Kulvert/rør (10)
9182;12335;100;Kulvert/rør (100)
9182;12336;11;Kulvert, plassp (11)
9182;12337;110;Kulvert, plassp (110)
9182;12338;111;Kulvert, plassp (111)
9182;12339;112;Kulvert, plassp (112)
9182;12340;113;Kulvert, plassp (113)
9182;12341;114;Kulvert, plassp (114)
9182;12342;119;Kulvert, plassp (119)
9182;12343;12;Kulvert, pref. (12)
9182;12344;120;Kulvert, pref. (120)
9182;12345;121;Kulvert, pref. (121)
9182;12346;122;Kulvert, pref. (122)
9182;12347;123;Kulvert, pref. (123)
9182;12348;124;Kulvert, pref. (124)
9182;12349;129;Kulvert, pref. (129)
9182;12350;13;Bjelkeramme (13)
9182;12351;130;Bjelkeramme (130)
9182;12352;131;Bjelkeramme (131)
9182;12353;132;Bjelkeramme (132)
9182;12354;133;Bjelkeramme (133)
9182;12355;134;Bjelkeramme (134)
9182;12356;139;Bjelkeramme (139)
9182;12357;14;Rør, korrugert (14)
9182;12358;140;Rør, korrugert (140)
9182;12359;141;Rør, korrugert (141)
9182;12360;142;Rør, korrugert (142)
9182;12361;143;Rør, korrugert (143)
9182;12362;144;Rør, korrugert (144)
9182;12363;145;Rør, korrugert (145)
9182;12364;149;Rør, korrugert (149)
9182;12365;15;Rør, glattveg. (15)
9182;12366;150;Rør, glattveg. (150)
9182;12367;151;Rør, glattveg. (151)
9182;12368;152;Rør, glattveg. (152)
9182;12369;153;Rør, glattveg. (153)
9182;12370;154;Rør, glattveg. (154)
9182;12371;155;Rør, glattveg. (155)
9182;12372;159;Rør, glattveg. (159)
9182;12373;16;Hvelv (16)
9182;12374;160;Hvelv (160)
9182;12375;161;Hvelv (161)
9182;12376;162;Hvelv (162)
9182;12377;163;Hvelv (163)
9182;12378;164;Hvelv (164)
9182;12379;169;Hvelv (169)
9182;12380;17;Hvelv (17)
9182;12381;170;Hvelv (170)
9182;12382;171;Hvelv (171)
9182;12383;172;Hvelv (172)
9182;12384;173;Hvelv (173)
9182;12385;174;Hvelv (174)
9182;12386;175;Hvelv (175)
9182;12387;179;Hvelv (179)
9182;12388;19;Kulvert, andre (19)
9182;12389;190;Kulvert, andre (190)
9182;12390;2;Platebru (2)
9182;12391;20;Platebru (20)
9182;12392;200;Platebru (200)
9182;12393;21;Platebru (21)
9182;12394;210;Platebru (210)
9182;12395;211;Platebru (211)
9182;12396;212;Platebru (212)
9182;12397;213;Platebru (213)
9182;12398;214;Platebru (214)
9182;12399;215;Platebru (215)
9182;12400;219;Platebru (219)
9182;12401;22;Platebru (22)
9182;12402;220;Platebru (220)
9182;12403;221;Platebru (221)
9182;12404;222;Platebru (222)
9182;12405;223;Platebru (223)
9182;12406;229;Platebru (229)
9182;12407;23;Bj.platebru (23)
9182;12408;230;Bj.platebru (230)
9182;12409;231;Bj.platebru (231)
9182;12410;232;Bj.platebru (232)
9182;12411;233;Bj.platebru (233)
9182;12412;239;Bj.platebru (239)
9182;12413;24;Bj.platebru (24)
9182;12414;240;Bj.platebru (240)
9182;12415;241;Bj.platebru (241)
9182;12416;242;Bj.platebru (242)
9182;12417;243;Bj.platebru (243)
9182;12418;249;Bj.platebru (249)
9182;12419;25;Ribbeplatebru (25)
9182;12420;250;Ribbeplatebru (250)
9182;12421;26;Platebru (26)
9182;12422;260;Platebru (260)
9182;12423;261;Platebru (261)
9182;12424;262;Platebru (262)
9182;12425;269;Platebru (269)
9182;12426;27;Plateelem.bru (27)
9182;12427;270;Plateelem.bru (270)
9182;12428;271;Plateelem.bru (271)
9182;12429;272;Plateelem.bru (272)
9182;12430;279;Plateelem.bru (279)
9182;12431;29;Platebru, andre (29)
9182;12432;290;Platebru, andre (290)
9182;12433;3;Bjelkebru (3)
9182;12434;30;Bjelkebru (30)
9182;12435;300;Bjelkebru (300)
9182;12436;31;Bjelkebru,plass (31)
9182;12437;310;Bjelkebru,plass (310)
9182;12438;311;Bjelkebru,plass (311)
9182;12439;312;Bjelkebru,plass (312)
9182;12440;313;Bjelkebru,plass (313)
9182;12441;314;Bjelkebru,plass (314)
9182;12442;315;Bjelkebru,plass (315)
9182;12443;319;Bjelkebru,plass (319)
9182;12444;32;Bjelkebru, NIB (32)
9182;12445;320;Bjelkebru, NIB (320)
9182;12446;321;Bjelkebru, NIB (321)
9182;12447;322;Bjelkebru, NIB (322)
9182;12448;323;Bjelkebru, NIB (323)
9182;12449;324;Bjelkebru, NIB (324)
9182;12450;329;Bjelkebru, NIB (329)
9182;12451;33;Bj.bru, NOB/NOT (33)
9182;12452;330;Bj.bru, NOB/NOT (330)
9182;12453;331;Bjelkebru, NOB (331)
9182;12454;332;Bjelkebru, NOB (332)
9182;12455;333;Bjelkebru, NOB (333)
9182;12456;334;Bjelkebru, NOT (334)
9182;12457;335;Bjelkebru, NOT (335)
9182;12458;339;Bjelkebru andre (339)
9182;12459;34;Bjelkeelem.bru (34)
9182;12460;340;Bjelkeelem.bru (340)
9182;12461;341;Bjelkeelem.bru (341)
9182;12462;342;Bjelkeelem.bru (342)
9182;12463;343;Bjelkeelem.bru (343)
9182;12464;344;Bjelkeelem.bru (344)
9182;12465;349;Bjelkeelem.bru (349)
9182;12466;35;Bjelkebru (35)
9182;12467;350;Bjelkebru (350)
9182;12468;351;Bjelkebru (351)
9182;12469;352;Bjelkebru (352)
9182;12470;353;Bjelkebru (353)
9182;12471;354;Bjelkebru (354)
9182;12472;355;Bjelkebru (355)
9182;12473;356;Bjelkebru (356)
9182;12474;357;Bjelkebru (357)
9182;12475;359;Bjelkebru (359)
9182;12476;36;Stålbjelkebru (36)
9182;12477;360;Stålbjelkebru (360)
9182;12478;361;Stålbjelkebru (361)
9182;12479;362;Stålbjelkebru (362)
9182;12480;363;Stålbjelkebru (363)
9182;12481;364;Stålbjelkebru (364)
9182;12482;365;Stålbjelkebru (365)
9182;12483;366;Stålbjelkebru (366)
9182;12484;369;Stålbjelkebru (369)
9182;12485;37;Platebærerbru (37)
9182;12486;370;Platebærerbru (370)
9182;12487;371;Platebærerbru (371)
9182;12488;372;Platebærerbru (372)
9182;12489;373;Platebærerbru (373)
9182;12490;374;Platebærerbru (374)
9182;12491;375;Platebærerbru (375)
9182;12492;376;Platebærerbru (376)
9182;12493;377;Platebærerbru (377)
9182;12494;379;Platebærerbru (379)
9182;12495;38;Platebærerbru (38)
9182;12496;380;Platebærerbru (380)
9182;12497;381;Platebærerbru (381)
9182;12498;382;Platebærerbru (382)
9182;12499;383;Platebærerbru (383)
9182;12500;384;Platebærerbru (384)
9182;12501;385;Platebærerbru (385)
9182;12502;386;Platebærerbru (386)
9182;12503;387;Platebærerbru (387)
9182;12504;389;Platebærerbru (389)
9182;12505;39;Bjelkebru (39)
9182;12506;390;Bjelkebru (390)
9182;12507;391;Bjelkebru (391)
9182;12508;4;Kassebru (4)
9182;12509;40;Kassebru (40)
9182;12510;400;Kassebru (400)
9182;12511;41;Kassebru (41)
9182;12512;410;Kassebru (410)
9182;12513;411;Kassebru (411)
9182;12514;412;Kassebru (412)
9182;12515;413;Kassebru (413)
9182;12516;415;Kassebru (415)
9182;12517;416;Kassebru (416)
9182;12518;417;Kassebru (417)
9182;12519;419;Kassebru (419)
9182;12520;42;Kassebru (42)
9182;12521;420;Kassebru (420)
9182;12522;421;Kassebru (421)
9182;12523;422;Kassebru (422)
9182;12524;423;Kassebru (423)
9182;12525;425;Kassebru (425)
9182;12526;426;Kassebru (426)
9182;12527;427;Kassebru (427)
9182;12528;429;Kassebru (429)
9182;12529;43;Kassebru (43)
9182;12530;430;Kassebru (430)
9182;12531;431;Kassebru (431)
9182;12532;432;Kassebru (432)
9182;12533;433;Kassebru (433)
9182;12534;435;Kassebru (435)
9182;12535;436;Kassebru (436)
9182;12536;437;Kassebru (437)
9182;12537;439;Kassebru (439)
9182;12538;44;Kassebru (44)
9182;12539;440;Kassebru (440)
9182;12540;441;Kassebru (441)
9182;12541;442;Kassebru (442)
9182;12542;443;Kassebru (443)
9182;12543;445;Kassebru (445)
9182;12544;446;Kassebru (446)
9182;12545;447;Kassebru (447)
9182;12546;449;Kassebru (449)
9182;12547;45;Frittfremb.bru (45)
9182;12548;450;Frittfremb.bru (450)
9182;12549;451;Frittfremb.bru (451)
9182;12550;452;Frittfremb.bru (452)
9182;12551;453;Frittfremb.bru (453)
9182;12552;454;Frittfremb.bru (454)
9182;12553;459;Frittfremb.bru (459)
9182;12554;49;Kassebru (49)
9182;12555;490;Kassebru (490)
9182;12556;5;Bue/hvelv (5)
9182;12557;50;Bue/hvelv (50)
9182;12558;500;Bue/hvelv (500)
9182;12559;51;Buebru (51)
9182;12560;510;Buebru (510)
9182;12561;511;Buebru (511)
9182;12562;512;Buebru (512)
9182;12563;513;Buebru (513)
9182;12564;514;Buebru (514)
9182;12565;515;Buebru (515)
9182;12566;516;Buebru (516)
9182;12567;519;Buebru (519)
9182;12568;52;Buebru (52)
